agency_name,agency_name_secondary,agency_address,agency_phone,agency_website,agency_wheelchair_access,available_beds,intake_open_appointments,populations_served,languages_spoken,last_updated,agency_hours_sunday_open,agency_hours_sunday_close,intake_hours_sunday_open,intake_hours_sunday_close,agency_hours_monday_open,agency_hours_monday_close,intake_hours_monday_open,intake_hours_monday_close,agency_hours_tuesday_open,agency_hours_tuesday_close,intake_hours_tuesday_open,intake_hours_tuesday_close,agency_hours_wednesday_open,agency_hours_wednesday_close,intake_hours_wednesday_open,intake_hours_wednesday_close,agency_hours_thursday_open,agency_hours_thursday_close,intake_hours_thursday_open,intake_hours_thursday_close,agency_hours_friday_open,agency_hours_friday_close,intake_hours_friday_open,intake_hours_friday_close,agency_hours_saturday_open,agency_hours_saturday_close,intake_hours_saturday_open,intake_hours_saturday_close
"ASIAN AMERICAN DRUG ABUSE PROGRAM, INC.",AADAP TC,"5318 Crenshaw Boulevard,Los Angeles, CA 90043",(323) 293-6291,https://www.aadapinc.org,Yes,RS(3.1)Adult - M: 1Adult - F: 1,,Adult; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Co-; Occurring; Mental; Health; Capabilities; Homeless; Criminal; Justice,EnglishKoreanSpanish,Last Updated: 8/14/2025 9:20:19 AM,Closed,Closed,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,10:00,15:00,,
"CANON HUMAN SERVICES, INC.",,"9705 South Holmes Avenue,Los Angeles, CA 90002",(323) 249-9097,http://www.canonhumanservices.com/,Yes,RS(3.1)Adult - M: 0,,Adult,EnglishSpanish,Last Updated: 8/13/2025 10:39:39 AM,09:00,10:30,,,09:00,20:00,,,09:00,19:30,,,09:00,19:30,,,09:00,21:00,,,09:00,14:30,,,09:00,21:00,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,Nuestra Casa,"8919 & 8921 California Avenue,South Gate, CA 90280",(323) 487-5002,http://www.lacada.com/,Yes,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0,,M; A; T; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; Homeless; Criminal; Justice,Spanish,Last Updated: 8/13/2025 8:42:02 AM,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,12:00,23:59,,,00:00,23:59,,
"BEHAVIORAL HEALTH SERVICES, INC.",BHS Hollywood Recovery Center,"6838 Sunset Boulevard,Hollywood, CA 90028",(323) 461-3161,http://bhs-inc.org/,Yes,,,Adult; Youth; Co-; Occurring; Mental; Health; Capabilities,EnglishSpanish,Last Updated: 8/14/2025 9:37:40 AM,Closed,Closed,,,09:00,18:00,,,09:00,21:00,,,09:00,18:00,,,09:00,21:00,,,08:00,17:00,,,08:00,17:00,,
"CHABAD OF CALIFORNIA, INC.",,",Los Angeles, CA 90036",(323) 965-1365,https://www.chabadrehab.com,Yes,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 8:41:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHABAD OF CALIFORNIA, INC.",,"5675 West Olympic Boulevard,Los Angeles, CA 90036",(323) 965-1365,https://www.chabadrehab.com,No,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,Adult,English,Last Updated: 8/14/2025 8:41:15 AM,Closed,Closed,,,09:00,17:30,,,09:00,17:30,,,09:00,17:30,,,09:00,17:30,,,09:00,17:30,,,09:00,15:30,,
"ASIAN AMERICAN DRUG ABUSE PROGRAM, INC.",,",Los Angeles, CA 90016",(323) 293-6291,https://www.aadapinc.org,Yes,RBHAdult - M: 1,,,English,Last Updated: 8/14/2025 9:20:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXODUS RECOVERY INC.,,",Los Angeles, CA 90044",(323) 276-6465,https://www.exodusrecovery.com,No,RBHAdult - M: 0Adult - F: 0,,,Spanish,Last Updated: 8/14/2025 5:34:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COMPATIOR, INC.",,",Los Angeles, CA 90044",(323) 378-2009,https://www.compatior.org/wp/,Yes,RBHAdult - M: 0,,,Spanish,Last Updated: 8/11/2025 11:25:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAFETY CONSULTANT SERVICES, INC.",,"4120 Tweedy Boulevard,South Gate, CA 90280",(323) 567-0527,https://www.safetyconsultantservicesinc.com,Yes,,,,EnglishSpanish,Last Updated: 6/29/2017 10:24:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COMPATIOR, INC.",,"4363 Tweedy Boulevard,South Gate, CA 90280",(323) 378-2009,https://www.compatior.org/wp/,Yes,,,Youth; Perinatal; Physically; Disabled; L; G; B; T; Q; Veterans,EnglishSpanish,Last Updated: 8/11/2025 11:25:41 AM,Closed,Closed,,,10:00,21:00,,,10:00,21:00,,,10:00,19:00,,,10:00,19:00,,,10:00,19:00,,,08:00,16:00,,
"FAMILIES FOR CHILDREN, INC.",Families for Children Substance Abuse Treatment Program,"2504 West Manchester Boulevard,Inglewood, CA 90305",(323) 751-3805,,Yes,,,Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Criminal; Justice,ArmenianEnglishSpanish,Last Updated: 8/14/2025 8:53:29 AM,Closed,Closed,,,08:00,19:30,,,08:00,21:00,,,08:00,21:00,,,08:00,21:00,,,08:00,19:30,,,08:00,17:00,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,",Alhambra, CA 90803",(626) 537-1886,http://www.lacada.com/,No,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/13/2025 8:42:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SHIELDS FOR FAMILIES, INC.",ARK,"11705 Deputy Yamamoto Place, Suite A,Lynwood, CA 90262",(323) 242-5000,http://www.shieldsforfamilies.org,Yes,,,Adult; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Co-; Occurring; Mental; Health; Capabilities; Homeless; Criminal; Justice,EnglishSpanish,Last Updated: 8/14/2025 9:26:28 AM,Closed,Closed,,,09:00,17:00,,,09:00,21:00,,,09:00,17:00,,,09:00,21:00,,,09:00,17:00,,,09:00,17:00,,
"HIGH ROAD PROGRAM, THE",,"700 South Arroyo Parkway,Pasadena, CA 91105",(626) 793-6159,https://www.highroadprogram.org,Yes,,,,EnglishSpanish,Last Updated: 6/29/2017 1:39:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRINCIPLES, INC.",Impact Cedar House,",Alhambra, CA 91801",(626) 798-0884,https://www.impacthouse.com,Yes,RBHAdult - M: 0Adult - F: 0,,,EnglishSpanish,Last Updated: 8/13/2025 9:01:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ADDICTION RESEARCH AND TREATMENT, INC.","MedMark TReatment Center, Los Angeles","11900 South Avalon Boulevard, Suite 200,Los Angeles, CA 90061",(323) 242-0500,https://www.medmark.com,Yes,,,M; A; T; Perinatal,EnglishFarsiSpanish,Last Updated: 10/28/2020 12:06:12 PM,06:00,10:00,,,05:30,14:00,,,05:30,14:00,,,05:30,14:00,,,05:30,14:00,,,05:30,14:00,,,06:00,10:00,,
"TARZANA TREATMENT CENTERS, INC.",Behavioral Health Center,"12021 South Wilmington Avenue, Building 18, Suite 301,Los Angeles, CA 90059",(424) 454-6081,https://www.tarzanatc.org,Yes,,,M; A; T; Physically; Disabled; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; Veterans; Homeless; Criminal; Justice; Sexually-; Exploited,EnglishSpanish,Last Updated: 8/13/2025 11:07:47 AM,Closed,Closed,,,08:30,20:00,,,08:30,21:00,,,08:30,20:00,,,08:30,21:00,,,08:30,20:00,,,08:30,17:00,,
"BEHAVIORAL HEALTH SERVICES, INC.",MLK Behavioral Health Center and Recovery Center,"12021 South Wilmington Avenue, Building 18, Suite 101,Los Angeles, CA 90059",(424) 454-6001,http://bhs-inc.org/,No,R-WMAdult - M: 1Adult - F: 0,,M; A; T; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; Homeless,English,Last Updated: 8/14/2025 8:56:30 AM,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,
HEALTHRIGHT 360,Behavioral Health Center,"12021 South Wilmington Avenue, 3rd Floor, Suite 300,Los Angeles, CA 90059",(424) 454-6042,https://www.healthright360.org/,Yes,RS(3.1)Adult - M: 0Adult - F: 0RS(3.3)Adult - M: 0RS(3.5)Adult - M: 0Adult - F: 0,,M; A; T; Physically; Disabled; Developmentally; Disabled/; Delayed; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; Veterans; Homeless; Sexually-; Exploited,EnglishSpanish,Last Updated: 8/12/2025 10:58:25 AM,09:00,20:30,,,09:00,20:30,,,09:00,20:30,,,09:00,20:30,,,09:00,20:30,,,09:00,20:30,,,09:00,20:30,,
"SHIELDS FOR FAMILIES, INC.",Genesis/Revelation,"2620 Industry Way, Suite A,Lynwood, CA 90262",(323) 242-5000,http://www.shieldsforfamilies.org,Yes,,,Youth; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Co-; Occurring; Mental; Health; Capabilities; Homeless; Criminal; Justice,EnglishSpanish,Last Updated: 8/14/2025 9:26:28 AM,Closed,Closed,,,08:30,21:00,,,08:30,17:00,,,08:30,17:00,,,08:30,21:00,,,08:30,17:00,,,08:30,16:30,,
VAN NESS RECOVERY HOUSE,,",West Hollywood, CA 90046",(323) 463-4266,https://www.vannessrecoveryhouse.com,Yes,RBHAdult - M: 0Adult - F: 0,,,EnglishSpanish,Last Updated: 8/14/2025 7:32:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIDI HIRSCH PSYCHIATRIC SERVICE,Didi Hirsch Mental Health Services,"323 North Prairie Avenue, 150, 155, 290, 315, 325, 350, 430, 450,Inglewood, CA 90301",(310) 677-7808,https://didihirsch.org,No,,,Co-; Occurring; Mental; Health; Capabilities,English,Last Updated: 8/14/2025 8:52:56 AM,Closed,Closed,,,09:00,20:00,,,09:00,20:00,,,09:00,20:00,,,09:00,20:00,,,09:00,17:00,,,Closed,Closed,,
"CHABAD OF CALIFORNIA, INC.",Chabad Treatment Center,"1750 South La Cienega Boulevard,  Suites A, B, C and D,Los Angeles, CA 90035",(323) 965-1365,https://www.chabadrehab.com,Yes,,,Adult,English,Last Updated: 8/14/2025 8:41:15 AM,14:00,22:00,,,14:00,22:00,,,14:00,22:00,,,14:00,22:00,,,14:00,22:00,,,Closed,Closed,,,Closed,Closed,,
ALHAMBRA SAFETY SERVICES,,"926 East Garvey Avenue, Suite A,Monterey Park, CA 91755",(626) 571-6988,https://www.alhambrasafetyservices.com,Yes,,,,EnglishSpanishVietnamese,Last Updated: 6/29/2017 1:54:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CANON HUMAN SERVICES, INC.",,",Los Angeles, CA 90061",(323) 249-9097,http://www.canonhumanservices.com/,No,RBHAdult - M: 0,,,Spanish,Last Updated: 8/13/2025 10:39:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEW HOPE DRUG & ALCOHOL TREATMENT PROGRAM, INC.",,"1841 & 1841 1/2 West Imperial Highway,Los Angeles, CA 90047",(323) 750-2850,,Yes,,,Adult; Youth,EnglishSpanish,Last Updated: 5/22/2024 1:15:54 PM,Closed,Closed,,,10:30,19:30,,,10:30,21:00,,,10:30,21:00,,,10:30,19:30,,,10:30,19:30,,,11:00,16:00,,
"ASIAN AMERICAN DRUG ABUSE PROGRAM, INC.",Goodman Outpatient,"520 North La Brea, #236,Inglewood, CA 90302",(323) 294-4932,https://www.aadapinc.org,Yes,,,Adult; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Developmentally; Disabled/; Delayed; Homeless; Criminal; Justice; Sexually-; Exploited,EnglishSpanishVietnamese,Last Updated: 8/14/2025 8:20:28 AM,Closed,Closed,,,08:30,18:30,,,08:30,21:00,,,08:30,18:30,,,08:30,21:00,,,08:30,18:30,,,09:00,17:00,,
TWIN TOWN CORPORATION,Twin Town Treatment Centers,"8739 Santa Monica Boulevard,West Hollywood, CA 90069",(310) 623-1477,https://twintowntreatmentcenters.com,Yes,,,Adult,English,Last Updated: 8/14/2025 8:12:14 AM,Closed,Closed,,,09:00,21:00,,,09:00,21:00,,,09:00,21:00,,,09:00,21:00,,,09:00,21:00,,,09:00,17:00,,
INGLEWOOD SUBSTANCE ABUSE,,"400 South La Brea Avenue, Suite 203,Inglewood, CA 90301",(310) 673-5882,,Yes,,,,EnglishSpanish,Last Updated: 8/23/2017 3:00:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEIT T'SHUVAH,,"8831 Venice Boulevard,Los Angeles, CA 90034",(310) 280-3692,https://www.beittshuvah.org,No,RS(3.1)Adult - M: 0Adult - F: 0,,,English,Last Updated: 8/14/2025 9:03:46 AM,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,
CASA DE LAS AMIGAS,,"169 North Oak Knoll Avenue,Pasadena, CA 91101",(626) 792-2770,https://www.casatreatmentcenter.org,No,,,Women; Co-; Occurring; Mental; Health; Capabilities,ArmenianEnglishSpanish,Last Updated: 8/13/2025 10:37:00 AM,09:00,17:00,,,09:00,17:00,,,14:00,17:00,,,09:00,17:00,,,14:00,17:00,,,09:00,17:00,,,Closed,Closed,,
"ADDICTION RESEARCH AND TREATMENT, INC.",BAART Progrms Lynwood,"11682 Atlantic Avenue,Lynwood, CA 90262",(310) 537-5883,https://www.medmark.com,Yes,,,M; A; T; Perinatal,English,Last Updated: 9/4/2019 9:28:46 AM,05:30,09:30,,,05:30,13:30,,,05:30,13:30,,,05:30,13:30,,,05:30,13:30,,,05:30,13:30,,,05:30,09:30,,
"PAX HOUSE, INC.",,"750 East Walnut Street,Pasadena, CA 91101",(626) 398-3897,https://paxhouserecovery.com,Yes,,,Criminal; Justice,KoreanSpanish,Last Updated: 9/5/2024 4:56:33 PM,Closed,Closed,,,09:00,18:00,,,09:00,21:00,,,09:00,18:00,,,09:00,21:00,,,09:00,18:00,,,09:00,18:00,,
"BEHAVIORAL HEALTH SERVICES, INC.",,",Inglewood, CA 90303",(310) 679-9126,http://bhs-inc.org/,Yes,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/13/2025 10:32:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEHAVIORAL HEALTH SERVICES, INC.",,",Inglewood, CA 90303",(310) 679-9126,http://bhs-inc.org/,Yes,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/13/2025 10:32:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,",Pasadena, CA 91103",(626) 421-6382,http://www.lacada.com/,Yes,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/6/2025 9:55:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRINCIPLES, INC.",,",Pasadena, CA 91103",(626) 798-0884,https://www.impacthouse.com,Yes,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 8/13/2025 9:01:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GRANDVIEW FOUNDATION, INC.",,",Pasadena, CA 91103",(626) 797-1124,http://www.grandviewfoundation.com,Yes,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 8:35:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCIAL MODEL RECOVERY SYSTEMS, INC.",(PCADD) Pasadena Council on Alcohol and Drug Dependence,"44 South Mentor Avenue,Pasadena, CA 91106",(877) 507-6242,https://www.socialmodelrecovery.org/,Yes,,,Youth,Spanish,Last Updated: 7/2/2025 2:01:32 PM,Closed,Closed,,,09:00,20:00,,,09:00,21:00,,,09:00,20:00,,,09:00,21:00,,,09:00,20:00,,,08:00,16:00,,
"DIVINE HEALTHCARE SERVICES, INC.",,"405 West Manchester Boulevard, Suite A,Inglewood, CA 90301",(310) 672-3820,https://www.divinehealthservices.org,Yes,,,Adult; Youth; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children,EnglishSpanish,Last Updated: 8/13/2025 9:22:50 AM,Closed,Closed,,,09:00,20:00,,,09:00,20:00,,,09:00,21:00,,,09:00,20:00,,,09:00,21:00,,,09:00,17:00,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,",Pasadena, CA 91106",(626) 421-6382,http://www.lacada.com/,Yes,RBHAdult - M: 0Adult - F: 0,,,Spanish,Last Updated: 8/13/2025 8:42:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GRANDVIEW FOUNDATION, INC.",,"1230 North Marengo Avenue,Pasadena, CA 91103",(626) 797-1124,http://www.grandviewfoundation.com,Yes,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0R-WMAdult - M: 0,,M; A; T; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; Veterans; Homeless; Criminal; Justice,EnglishFarsiSpanish,Last Updated: 8/14/2025 8:35:15 AM,00:30,23:30,,,00:00,23:30,,,00:00,23:30,,,00:00,23:30,,,00:00,23:30,,,00:00,23:30,,,00:00,23:30,,
YOU CAN HEALTH SERVICES,,"600 West Manchester Avenue, Suite 5,Los Angeles, CA 90044",(323) 750-9247,,Yes,,,Adult; Youth,EnglishSpanish,Last Updated: 8/14/2025 4:31:19 AM,Closed,Closed,,,09:00,20:00,,,09:00,20:00,,,09:00,20:00,,,09:00,20:00,,,09:00,20:00,,,09:00,17:00,,
"SAFETY EDUCATION CENTER, INC.",,"844 North Hollywood Way,Burbank, CA 91505",(818) 848-8667,,Yes,,,,EnglishSpanish,Last Updated: 6/30/2017 8:37:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOUTHERN CALIFORNIA ALCOHOL AND DRUG PROGRAMS, INC.",,"11500 Paramount Boulevard,Downey, CA 90241",(562) 923-4545,https://www.scadpinc.org,Yes,,,Perinatal,EnglishSpanish,Last Updated: 8/14/2025 7:13:38 AM,Closed,Closed,,,08:00,17:00,,,07:00,15:30,,,08:00,17:00,,,07:00,15:30,,,08:00,17:00,,,07:00,15:30,,
"SOUTHERN CALIFORNIA ALCOHOL AND DRUG PROGRAMS, INC.",,"11500 Paramount Boulevard,Downey, CA 90241",(562) 923-4545,https://www.scadpinc.org,Yes,,,,EnglishSpanish,Last Updated: 8/14/2025 7:13:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AEGIS TREATMENT CENTERS, LLC",,"614 West Manchester Boulevard, Suite 103, 104 & 105,Inglewood, CA 90301",(310) 412-0879,http://www.aegistreatmentcenters.com/,Yes,,,M; A; T; Perinatal; Homeless,EnglishSpanish,Last Updated: 8/14/2025 8:29:38 AM,06:00,10:00,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,06:00,10:00,,
ELDORADO COMMUNITY SERVICE CENTER,,"4450 West Century Boulevard,Inglewood, CA 90304",(310) 671-9294,http://www.americanhealthservices.org,Yes,,,Adult; M; A; T,EnglishSpanish,Last Updated: 8/13/2025 6:59:33 PM,08:30,09:30,,,06:00,14:30,,,06:00,14:30,,,06:00,14:30,,,06:00,14:30,,,06:00,14:30,,,08:30,09:30,,
"GRANDVIEW FOUNDATION, INC.",,"225 Grandview Street,Pasadena, CA 91104",(626) 797-1124,http://www.grandviewfoundation.com,No,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0R-WMAdult - M: 0,,Adult; M; A; T; Criminal; Justice,English,Last Updated: 8/14/2025 8:35:15 AM,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,
"PRINCIPLES, INC.",,"1680 North Fair Oaks Avenue,Pasadena, CA 91103",(626) 798-0884,https://www.impacthouse.com,Yes,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0R-WMAdult - M: 0Adult - F: 0,,Adult; M; A; T; L; G; B; T; Q; Veterans; Homeless; Criminal; Justice,ArmenianFarsiSpanishVietnamese,Last Updated: 8/13/2025 9:01:33 AM,Closed,Closed,,,08:00,22:00,,,08:00,22:00,,,08:00,22:00,,,08:00,22:00,,,08:00,22:00,,,Closed,Closed,,
TAVARUA HEALTH SERVICES,,"8207 Whittier Boulevard,Pico Rivera, CA 90660",(562) 695-0737,http://www.americanhealthservices.org,Yes,,,Adult; M; A; T,EnglishSpanish,Last Updated: 8/13/2025 6:59:33 PM,07:00,09:00,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,05:00,13:30,,,07:00,09:00,,
"SOUTHERN CALIFORNIA ALCOHOL AND DRUG PROGRAMS, INC.",La Casita,"10603, 10607, 10615, 10621 Downey Avenue,Downey, CA 90241",(562) 399-5452,https://www.scadpinc.org,No,RS(3.1)Adult - F: 0RS(3.5)Adult - F: 0R-WMAdult - F: 0,,Parent/; Guardian (; Female) with; Children; Perinatal; Homeless,English,Last Updated: 8/14/2025 9:07:50 AM,Closed,Closed,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,Closed,Closed,,
"BEHAVIORAL HEALTH SERVICES, INC.",Pacifica House,"2501 West El Segundo Boulevard,Hawthorne, CA 90250",(323) 754-2816,http://bhs-inc.org/,Yes,RS(3.1)Adult - M: 0RS(3.3)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0R-WMAdult - M: 0Adult - F: 0,,Adult; Physically; Disabled; Co-; Occurring; Mental; Health; Capabilities; Criminal; Justice,English,Last Updated: 8/14/2025 8:19:01 AM,Closed,Closed,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,Closed,Closed,,
"SOUTHERN CALIFORNIA ALCOHOL AND DRUG PROGRAMS, INC.",Positive Steps,"8332 Iowa Street and 11501 Dolan Avenue ,Downey, CA 90241",(562) 399-5452,https://www.scadpinc.org,Yes,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0R-WMAdult - M: 0,,Adult,English,Last Updated: 8/14/2025 9:07:50 AM,Closed,Closed,,,08:00,16:00,,,08:00,16:00,,,08:00,16:00,,,08:00,16:00,,,08:00,16:00,,,Closed,Closed,,
"JWCH INSTITUTE, INC.",Solution Family Resource Center,"1218 East Compton Boulevard,Compton, CA 90221",(310) 608-1505,https://www.jwchinstitute.org,Yes,,,Adult; Co-; Occurring; Mental; Health; Capabilities,EnglishSpanish,Last Updated: 8/13/2025 9:06:07 AM,Closed,Closed,,,08:00,21:00,,,08:00,17:00,,,08:00,21:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,
"AEGIS TREATMENT CENTERS, LLC",,"1450 North Lake Avenue, Suite 150,Pasadena, CA 91104",(626) 794-1161,http://www.aegistreatmentcenters.com/,Yes,,,M; A; T; Perinatal; Homeless,EnglishSpanish,Last Updated: 8/14/2025 8:29:38 AM,07:00,11:00,,,06:30,15:00,,,06:30,15:00,,,06:30,15:00,,,06:30,15:00,,,06:30,15:00,,,07:00,11:00,,
"PRINCIPLES, INC.",Impact,"1450 North Lake Avenue, Room 218,Pasadena, CA 91104",(626) 564-4240,https://www.impacthouse.com,Yes,,,Adult; Homeless; Criminal; Justice,EnglishSpanish,Last Updated: 8/14/2025 8:05:13 AM,Closed,Closed,,,08:00,19:30,,,08:00,15:30,,,08:00,15:30,,,08:00,19:30,,,08:00,15:30,,,08:00,12:00,,
"BEHAVIORAL HEALTH SERVICES, INC.",Patterns,"12917 Cerise Avenue,Hawthorne, CA 90250",(310) 675-4431,http://bhs-inc.org/,Yes,RS(3.1)Adult - F: 1RS(3.3)Adult - F: 0RS(3.5)Adult - F: 4,,Adult; Women; Parent/; Guardian (; Female) with; Children; Perinatal; Co-; Occurring; Mental; Health; Capabilities; Criminal; Justice,English,Last Updated: 8/13/2025 10:07:39 AM,Closed,Closed,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,Closed,Closed,,
"ASIAN AMERICAN DRUG ABUSE PROGRAM, INC.",Youth Outpatient Treatment (YOT),"13931 Van Ness Avenue,Gardena, CA 90249",(310) 768-8018,https://www.aadapinc.org,Yes,,,Youth; Co-; Occurring; Mental; Health; Capabilities; Criminal; Justice,EnglishSpanish,Last Updated: 8/13/2025 9:12:58 AM,Closed,Closed,,,10:00,19:00,,,10:00,21:00,,,10:00,19:00,,,10:00,21:00,,,10:00,19:00,,,10:00,18:00,,
"CRI-HELP, INC.",,",North Hollywood, CA 91601",(818) 985-8323,https://www.cri-help.org,Yes,RBHAdult - F: 0,,,English,Last Updated: 8/13/2025 8:24:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRI-HELP, INC.",,",North Hollywood, CA 91601",(818) 985-8323,https://www.cri-help.org,Yes,RBHAdult - M: 0,,,English,Last Updated: 8/13/2025 8:24:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIDI HIRSCH PSYCHIATRIC SERVICE,,"4760 South Sepulveda Boulevard,Culver City, CA 90230",(310) 895-2300,https://didihirsch.org,Yes,,,Youth,EnglishSpanish,Last Updated: 8/14/2025 8:52:56 AM,Closed,Closed,,,10:00,14:00,,,10:00,14:00,,,10:00,14:00,,,10:00,14:00,,,10:00,14:00,,,Closed,Closed,,
"GRANDVIEW FOUNDATION, INC.",,",Pasadena, CA 91103",(626) 797-1124,http://www.grandviewfoundation.com,Yes,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 8:35:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GRANDVIEW FOUNDATION, INC.",,",Pasadena, CA 91104",(626) 797-1124,http://www.grandviewfoundation.com,No,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 8:35:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GRANDVIEW FOUNDATION, INC.",,",Pasadena, CA 91104",(626) 797-1124,http://www.grandviewfoundation.com,No,RBHAdult - M: 0,,,English,Last Updated: 8/14/2025 8:35:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,Serenity House,"1084 - 1092 New York Drive,Altadena, CA 91803",(626) 421-6382,http://www.lacada.com/,No,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0,,Adult; M; A; T; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; Homeless; Criminal; Justice,Spanish,Last Updated: 8/13/2025 8:42:01 AM,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,
ABC TRAFFIC SAFETY PROGRAM,,"3380 Flair Drive, 111,El Monte, CA 91731",(626) 572-7001,https://www.abctraffic.com,Yes,,,,EnglishSpanish,Last Updated: 7/9/2024 12:10:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
